,Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric,Low,High,Comments
2443,Life expectancy at age 60 (years),Published,1990,South-East Asia,Lower-middle-income,Thailand,Female,19,19.0,,,
2444,Life expectancy at birth (years),Published,2000,Europe,Lower-middle-income,Turkmenistan,Female,65,65.0,,,
2445,Life expectancy at age 60 (years),Published,2000,Europe,Lower-middle-income,Turkmenistan,Male,14,14.0,,,
2446,Life expectancy at age 60 (years),Published,2012,Europe,Lower-middle-income,Turkmenistan,Male,15,15.0,,,
2447,Life expectancy at age 60 (years),Published,1990,Europe,Lower-middle-income,Turkmenistan,Female,17,17.0,,,
2448,Life expectancy at age 60 (years),Published,2000,Europe,Lower-middle-income,Turkmenistan,Female,16,16.0,,,
2449,Life expectancy at birth (years),Published,1990,South-East Asia,Lower-middle-income,Timor-Leste,Male,48,48.0,,,
2450,Life expectancy at birth (years),Published,2012,South-East Asia,Lower-middle-income,Timor-Leste,Male,65,65.0,,,
2451,Life expectancy at age 60 (years),Published,2012,South-East Asia,Lower-middle-income,Timor-Leste,Both sexes,17,17.0,,,
2452,Life expectancy at age 60 (years),Published,1990,Western Pacific,Lower-middle-income,Tonga,Male,14,14.0,,,
2453,Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Tunisia,Both sexes,70,70.0,,,
2454,Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Tunisia,Both sexes,73,73.0,,,
2455,Life expectancy at age 60 (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Tunisia,Female,22,22.0,,,
2456,Life expectancy at birth (years),Published,2000,Europe,Lower-middle-income,Ukraine,Female,73,73.0,,,
2457,Life expectancy at birth (years),Published,1990,Europe,Lower-middle-income,Ukraine,Both sexes,70,70.0,,,
2458,Life expectancy at age 60 (years),Published,2012,Europe,Lower-middle-income,Ukraine,Female,20,20.0,,,
2459,Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Vanuatu,Male,70,70.0,,,
2460,Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Vanuatu,Female,67,67.0,,,
2461,Life expectancy at age 60 (years),Published,1990,Western Pacific,Lower-middle-income,Vanuatu,Male,15,15.0,,,
2462,Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Samoa,Male,63,63.0,,,
2463,Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Samoa,Male,67,67.0,,,
2464,Life expectancy at age 60 (years),Published,1990,Western Pacific,Lower-middle-income,Samoa,Male,14,14.0,,,
2465,Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Argentina,Both sexes,73,73.0,,,
2466,Life expectancy at age 60 (years),Published,2012,Americas,Upper-middle-income,Argentina,Male,19,19.0,,,
2467,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Argentina,Both sexes,20,20.0,,,
2468,Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Bulgaria,Female,75,75.0,,,
2469,Life expectancy at age 60 (years),Published,1990,Europe,Upper-middle-income,Bulgaria,Male,16,16.0,,,
2470,Life expectancy at age 60 (years),Published,2000,Europe,Upper-middle-income,Bulgaria,Male,16,16.0,,,
2471,Life expectancy at age 60 (years),Published,1990,Europe,Upper-middle-income,Bosnia and Herzegovina,Male,16,16.0,,,
2472,Life expectancy at age 60 (years),Published,2000,Europe,Upper-middle-income,Bosnia and Herzegovina,Male,18,18.0,,,
2473,Life expectancy at age 60 (years),Published,2012,Europe,Upper-middle-income,Bosnia and Herzegovina,Both sexes,21,21.0,,,
2474,Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Belarus,Both sexes,69,69.0,,,
2475,Life expectancy at age 60 (years),Published,1990,Europe,Upper-middle-income,Belarus,Male,16,16.0,,,
2476,Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Brazil,Female,74,74.0,,,
2477,Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Brazil,Both sexes,71,71.0,,,
2478,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Brazil,Female,19,19.0,,,
2479,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Brazil,Female,21,21.0,,,
2480,Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Botswana,Female,66,66.0,,,
2481,Life expectancy at age 60 (years),Published,2012,Africa,Upper-middle-income,Botswana,Male,18,18.0,,,
2482,Life expectancy at age 60 (years),Published,1990,Africa,Upper-middle-income,Botswana,Female,17,17.0,,,
2483,Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Chile,Male,69,69.0,,,
2484,Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Chile,Male,74,74.0,,,
2485,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Chile,Male,77,77.0,,,
2486,Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Chile,Female,76,76.0,,,
2487,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Chile,Both sexes,80,80.0,,,
2488,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Chile,Male,17,17.0,,,
2489,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Chile,Male,20,20.0,,,
2490,Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Colombia,Male,69,69.0,,,
2491,Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Colombia,Both sexes,71,71.0,,,
2492,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Colombia,Both sexes,79,79.0,,,
2493,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Colombia,Male,19,19.0,,,
2494,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Colombia,Both sexes,22,22.0,,,
2495,Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Costa Rica,Both sexes,77,77.0,,,
2496,Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Costa Rica,Both sexes,77,77.0,,,
2497,Life expectancy at age 60 (years),Published,2012,Americas,Upper-middle-income,Costa Rica,Female,25,25.0,,,
2498,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Costa Rica,Both sexes,22,22.0,,,
2499,Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Cuba,Female,76,76.0,,,
2500,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Dominica,Male,72,72.0,,,
2501,Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Dominica,Female,76,76.0,,,
2502,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Dominica,Male,19,19.0,,,
2503,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Dominica,Male,20,20.0,,,
2504,Life expectancy at age 60 (years),Published,2012,Americas,Upper-middle-income,Dominica,Male,21,21.0,,,
2505,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Dominica,Female,21,21.0,,,
2506,Life expectancy at age 60 (years),Published,2012,Americas,Upper-middle-income,Dominica,Both sexes,21,21.0,,,
2507,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Dominican Republic,Both sexes,77,77.0,,,
2508,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Dominican Republic,Male,22,22.0,,,
2509,Life expectancy at age 60 (years),Published,2012,Americas,Upper-middle-income,Dominican Republic,Both sexes,23,23.0,,,
2510,Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Algeria,Male,66,66.0,,,
2511,Life expectancy at age 60 (years),Published,1990,Africa,Upper-middle-income,Algeria,Both sexes,17,17.0,,,
2512,Life expectancy at birth (years),Published,2000,Western Pacific,Upper-middle-income,Fiji,Female,70,70.0,,,
2513,Life expectancy at age 60 (years),Published,2012,Western Pacific,Upper-middle-income,Fiji,Male,15,15.0,,,
2514,Life expectancy at age 60 (years),Published,2012,Western Pacific,Upper-middle-income,Fiji,Female,19,19.0,,,
2515,Life expectancy at age 60 (years),Published,2012,Americas,Upper-middle-income,Grenada,Male,16,16.0,,,
2516,Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Kazakhstan,Female,68,68.0,,,
2517,Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Kazakhstan,Both sexes,63,63.0,,,
2518,Life expectancy at age 60 (years),Published,1990,Europe,Upper-middle-income,Kazakhstan,Both sexes,17,17.0,,,
2519,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Saint Kitts and Nevis,Male,71,71.0,,,
2520,Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Saint Kitts and Nevis,Female,74,74.0,,,
2521,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Saint Kitts and Nevis,Female,78,78.0,,,
2522,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Saint Kitts and Nevis,Male,17,17.0,,,
2523,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Saint Kitts and Nevis,Female,19,19.0,,,
2524,Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Upper-middle-income,Lebanon,Male,78,78.0,,,
2525,Life expectancy at age 60 (years),Published,2012,Eastern Mediterranean,Upper-middle-income,Lebanon,Male,21,21.0,,,
2526,Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Upper-middle-income,Libya,Male,70,70.0,,,
2527,Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Upper-middle-income,Libya,Both sexes,72,72.0,,,
2528,Life expectancy at age 60 (years),Published,1990,Eastern Mediterranean,Upper-middle-income,Libya,Both sexes,17,17.0,,,
2529,Life expectancy at age 60 (years),Published,2000,Eastern Mediterranean,Upper-middle-income,Libya,Both sexes,18,18.0,,,
2530,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Saint Lucia,Female,79,79.0,,,
2531,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Saint Lucia,Female,22,22.0,,,
2532,Life expectancy at age 60 (years),Published,2012,Americas,Upper-middle-income,Saint Lucia,Female,23,23.0,,,
2533,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Saint Lucia,Both sexes,20,20.0,,,
2534,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Saint Lucia,Both sexes,21,21.0,,,
2535,Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Lithuania,Female,78,78.0,,,
2536,Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Lithuania,Female,80,80.0,,,
2537,Life expectancy at age 60 (years),Published,1990,Europe,Upper-middle-income,Lithuania,Female,21,21.0,,,
2538,Life expectancy at age 60 (years),Published,2000,Europe,Upper-middle-income,Lithuania,Female,22,22.0,,,
2539,Life expectancy at age 60 (years),Published,2012,Europe,Upper-middle-income,Lithuania,Female,23,23.0,,,
2540,Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Latvia,Male,64,64.0,,,
2541,Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Mexico,Male,68,68.0,,,
2542,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Mexico,Both sexes,21,21.0,,,
2543,Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,The former Yugoslav republic of Macedonia,Female,78,78.0,,,
2544,Life expectancy at age 60 (years),Published,2012,Europe,Upper-middle-income,The former Yugoslav republic of Macedonia,Female,20,20.0,,,
2545,Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Montenegro,Female,78,78.0,,,
2546,Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Montenegro,Both sexes,76,76.0,,,
2547,Life expectancy at age 60 (years),Published,2012,Europe,Upper-middle-income,Montenegro,Male,18,18.0,,,
2548,Life expectancy at age 60 (years),Published,1990,Europe,Upper-middle-income,Montenegro,Female,23,23.0,,,
2549,Life expectancy at birth (years),Published,2000,Africa,Upper-middle-income,Mauritius,Male,68,68.0,,,
2550,Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Mauritius,Female,74,74.0,,,
2551,Life expectancy at age 60 (years),Published,1990,Africa,Upper-middle-income,Mauritius,Female,19,19.0,,,
2552,Life expectancy at birth (years),Published,1990,Western Pacific,Upper-middle-income,Malaysia,Male,68,68.0,,,
2553,Life expectancy at birth (years),Published,2000,Western Pacific,Upper-middle-income,Malaysia,Male,69,69.0,,,
2554,Life expectancy at birth (years),Published,2012,Western Pacific,Upper-middle-income,Malaysia,Male,72,72.0,,,
2555,Life expectancy at age 60 (years),Published,2000,Western Pacific,Upper-middle-income,Malaysia,Both sexes,17,17.0,,,
2556,Life expectancy at age 60 (years),Published,2012,Western Pacific,Upper-middle-income,Malaysia,Both sexes,19,19.0,,,
2557,Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Namibia,Male,62,62.0,,,
2558,Life expectancy at age 60 (years),Published,1990,Africa,Upper-middle-income,Namibia,Male,16,16.0,,,
2559,Life expectancy at age 60 (years),Published,2012,Americas,Upper-middle-income,Panama,Female,25,25.0,,,
2560,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Panama,Both sexes,21,21.0,,,
2561,Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Peru,Female,74,74.0,,,
2562,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Peru,Female,79,79.0,,,
2563,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Peru,Female,22,22.0,,,
2564,Life expectancy at birth (years),Published,2012,Western Pacific,Upper-middle-income,Palau,Both sexes,73,73.0,,,
2565,Life expectancy at age 60 (years),Published,2000,Western Pacific,Upper-middle-income,Palau,Male,16,16.0,,,
2566,Life expectancy at age 60 (years),Published,2012,Western Pacific,Upper-middle-income,Palau,Both sexes,18,18.0,,,
2567,Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Poland,Male,67,67.0,,,
2568,Life expectancy at age 60 (years),Published,1990,Europe,Upper-middle-income,Poland,Male,15,15.0,,,
2569,Life expectancy at age 60 (years),Published,1990,Europe,Upper-middle-income,Poland,Both sexes,18,18.0,,,
2570,Life expectancy at age 60 (years),Published,2000,Europe,Upper-middle-income,Romania,Female,20,20.0,,,
2571,Life expectancy at age 60 (years),Published,1990,Europe,Upper-middle-income,Romania,Both sexes,18,18.0,,,
2572,Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Russian Federation,Male,63,63.0,,,
2573,Life expectancy at age 60 (years),Published,2012,Europe,Upper-middle-income,Russian Federation,Male,14,14.0,,,
2574,Life expectancy at age 60 (years),Published,2000,Europe,Upper-middle-income,Serbia,Male,16,16.0,,,
2575,Life expectancy at age 60 (years),Published,2012,Europe,Upper-middle-income,Serbia,Male,17,17.0,,,
2576,Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Suriname,Male,71,71.0,,,
2577,Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Suriname,Both sexes,74,74.0,,,
2578,Life expectancy at age 60 (years),Published,1990,Americas,Upper-middle-income,Suriname,Male,19,19.0,,,
2579,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Suriname,Male,20,20.0,,,
2580,Life expectancy at age 60 (years),Published,2000,Americas,Upper-middle-income,Suriname,Both sexes,22,22.0,,,
2581,Life expectancy at age 60 (years),Published,2012,Americas,Upper-middle-income,Suriname,Both sexes,23,23.0,,,
2582,Life expectancy at age 60 (years),Published,1990,Africa,Upper-middle-income,Seychelles,Both sexes,17,17.0,,,
2583,Life expectancy at age 60 (years),Published,2000,Europe,Upper-middle-income,Turkey,Female,21,21.0,,,
2584,Life expectancy at age 60 (years),Published,2012,Europe,Upper-middle-income,Turkey,Female,23,23.0,,,
2585,Life expectancy at birth (years),Published,2000,Western Pacific,Upper-middle-income,Tuvalu,Male,62,62.0,,,
2586,Life expectancy at birth (years),Published,1990,Western Pacific,Upper-middle-income,Tuvalu,Female,64,64.0,,,
2587,Life expectancy at age 60 (years),Published,2000,Western Pacific,Upper-middle-income,Tuvalu,Male,14,14.0,,,
2588,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Uruguay,Male,73,73.0,,,
2589,Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Uruguay,Both sexes,77,77.0,,,
